Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Editor,Publisher,Date Published,Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,Word Count,Number of Pages,Format,Dimensions,Weight,List Price,Language,DDC,LCC,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
Ladybug Girl and the Bug Squad,,,,,David Soman,"Soman, David",,,,,Penguin,,2011,,Juvenile Fiction,"The Bug Squad is back in a story about playing together, problem solving, and saying you're sorry in this hardcover picture book from the New York Times bestselling Ladybug Girl series.   This book was a Jumpstart Read for the Record Book.   The Bug Squad ? Bumblebee Boy, Dragonfly Girl, and Butterfly Girl ? are coming to Lulu's house for a play date and she know exactly what they are going to do all day. They use their big imaginations to create their own fun games right in Lulu's backyard. But when some things don't go just the way Lulu planned, Dragonfly Girl's feelings get hurt. This is a job for Ladybug Girl! When Lulu is Ladybug Girl, she knows that even if it isn't easy, it is important to apologize.  For fans of Fancy Nancy and Betty Bunny, the Ladybug Girl series honors individuality, friendship, and a love of nature!",,,,,,,40,,,,,English,,,,9780803734197,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.28049945,,,,,,UX8QDAAAQBAJ,,0,,
Lemonade in Winter,,A Book About Two Kids Counting Money,,,Emily Jenkins,"Jenkins, Emily",,,,,Schwartz & Wade Books,,2012,,Juvenile Fiction,"In a starred review, Publishers Weekly declared this delightful picture book ""a beautifully restrained tribute to trust and tenderness shared by siblings; an entrepreneurship how-to that celebrates the thrill of the marketplace without shying away from its cold realities; and a parable about persistence.""A lemonade stand in winter? Yes, that's exactly what Pauline and John-John intend to have, selling lemonade and limeade--and also lemon-limeade. With a catchy refrain (Lemon lemon LIME, Lemon LIMEADE! Lemon lemon LIME, Lemon LEMONADE!), plus simple math concepts throughout, here is a read-aloud that's great for storytime and classroom use, and is sure to be a hit among the legions of Jenkins and Karas fans.",,,,,,,40,,,,,English,,,,9780375858833,0,0,,Unread,,,,,,,0,,,,2018/12/11 14:49:32.187826037,,,,,,wRJPG5k1ctAC,,0,,
Little Babymouse and the Christmas Cupcakes,,,,,Jennifer L. Holm,"Holm, Jennifer L.",,,,,Random House,,2016,,Juvenile Fiction,"Graphic-novel darling Babymouse makes her picture-book debut in a Christmas story . . . all about cupcakes! (Typical.)  Thank goodness Babymouse ate all of the Christmas cookies her mom made for Santa. Now she can make him something he really wants--CUPCAKES! But wait . . . what's that rumbling in the other room? OH NO! A DRAGON!!!!! Can Sir Babymouse defeat her fiery foe and save Christmas?! Or at least save a cupcake or two? Maybe not. . . .  Jennifer and Matthew Holm bring us Babymouse's very first full-color adventure! With signature Babymouse humor, comic book-style panels, and oodles of pink-frosted cupcakes, new readers and devoted fans alike will find plenty to love.",,,,,,,40,,,,,English,,,,9781101937433,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.181198000,,,,,,nuj4DAAAQBAJ,,0,,
Little Yoga,,A Toddler's First Book of Yoga,,,Rebecca Whitford,"Whitford, Rebecca",,,,,Macmillan,2005/09/01,2005,,Juvenile Nonfiction,"Yoga Baby spreads his arms out like a butterfly . . .Yoga Baby wobbles like a little bird . . . Yoga Baby says ""time for rest—ahh, shh, shh""A perfect introduction to yoga for toddlers Here is a playful introduction to nine simple yoga exercises for young children. Toddlers will enjoy moving along with Yoga Baby as they follow the basic poses. Unlike most books on the subject, Yoga Baby is aimed directly at preschoolers. This interactive picture book also includes helpful information for parents and educators. Fun, accessible, and colorful—it's a great way for little ones to discover yoga.",,,,,,,28,,,,,English,,,,9780805078794,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.80366015,,,,,,Bi-1g9OmnuwC,,0,,
Love is a Good Thing to Feel,,,,,Barbara M. Joosse,"Joosse, Barbara M.",,,,,Philomel Books,,2008,,Juvenile Fiction,"Did you know that there are many ways to say 'I love you'? Harriet does. You can say it with a hug, or a drawing, or out loud. And she knows that you can still love someone even when they go to a party you weren't invited to, or when a parent puts you in time-out for tap-dancing on the table (and you are terribly angry). Sassy Harriet will walk right into your heart in this adorable and lovely companion to the popular Please Is a Good Word to Say. With a die-cut heart, indispensable advice, and a character we already embrace - well, what's not to love?",,,,,,,32,,,,,English,,,,9780399251689,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.175253987,,,,,,GSv5PQAACAAJ,,0,,
Max's Christmas,,,,,Rosemary Wells,"Wells, Rosemary",,,,,Puffin Books,,2013,,,,,,,,,,,,,,,,,,,9780606321396,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.125763058,,,,,,,,0,http://images.amazon.com/images/P/060632139X.01Z.jpg,
Mimi and Shu in I'll Race You!,,,,,Christian Trimmer,"Trimmer, Christian",,,,,Simon and Schuster,2015/12/15,2015,,Juvenile Fiction,"Mimi and Shu are in a race to make history (and dessert) in this inventive and fun reimagining of the origins of the Chinese zodiac.Shu the mouse has his eyes set on making history. His best friend Mimi the cat, on the other hand, has her eyes set on cupcakes. When Emperor Jade invites Mimi, Shu, and a bunch of their animal friends to his big race for a spot in the Chinese zodiac—and a big plate of cupcakes—Shu and Mimi are determined to win. But with their eyes set on different prizes, can Mimi and Shu work together to win Emperor Jade’s great race? Or will the lure of sweet (and sugary) victory come between them for good?",,,,,,,40,,,,,English,,,,9781481423304,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.86413025,,,,,,XsgoCwAAQBAJ,,0,,
Olivia Helps with Christmas,,,,,Ian Falconer,"Falconer, Ian",,,,,Simon and Schuster,2007/10/02,2007,,Juvenile Fiction,"Everyone's favorite Caldecott honor-winning porcine and #1 Kris Cringle enthusiast is helping to make the season brighter than ever. Christmas is coming, and Olivia is incredibly busy. She has to wait for Santa, make sure dad sets up the tree, wait for Santa, watch mom make the Christmas dinner, wait for Santa, oversee the care with which the stockings are hung and, of course, OPEN HER PRESENTS! Do you see how hard it is to be so helpful during the holidays! A lovingly-told and lavishly-illustrated Olivia Helps With Christmas is the perfect stuffing for any stocking, and the newest star atop the Olivia series.",,,,,,,58,,,,,English,,,,9781416907862,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.74630975,,,,,,YVgjAQAAQBAJ,,0,,
Penguin Problems,,,,,Jory John,"John, Jory",,,,,Random House Children's Books,,2016,,Juvenile Fiction,"Have you ever thought: I have so many problems and nobody even cares? Well, penguins have problems too! Discover them in this hilarious collaboration from Jory John (All my friends are dead. and Quit Calling Me a Monster!) and Lane Smith (The Stinky Cheese Man and Other Fairly Stupid Tales)!  This penguin has come to tell you that life in Antarctica is no paradise. For starters, it is FREEZING. Also, penguins have a ton of natural predators. Plus, can you imagine trying to find your mom in a big ol' crowd of identical penguins? No, thank you.  Yes, it seems there is no escaping the drudgery of your daily grind, whatever it might be. Or perhaps we've just learned that grumps are everywhere. . . .   This book is sure to tickle kids' funny bones and will elicit appreciative sighs from the adults reading it aloud.  ""We are all Mortimer [the main character in Penguin Problems]."" --The New York Times  ""Bursting with humor."" --Kirkus Reviews  ""The snark level is cranked up high."" --The Horn Book, Starred  ""Will be right at home with fans of Jon Klassen's This Is Not My Hat."" --Booklist  ""Classic comedy."" --Publishers Weekly  ""Rib-tickling."" --School Library Journal",,,,,,,32,,,,,English,,,,9780553513370,0,0,,Unread,,,,,,,0,,,,2018/12/11 14:49:32.136003971,,,,,,DFzqDAAAQBAJ,,0,,
Silverlicious,,,,,Victoria Kann,"Kann, Victoria",,,,,Harper Collins,2011/02/01,2011,,Juvenile Fiction,"When Pinkalicious loses a tooth, it's not just any tooth—it's her sweet tooth! Suddenly candy no longer tastes sweet! With her pinkatastic pen, Pinkalicious writes a note to the Tooth Fairy and tucks it under her pillow . . . only to hear from Cupid, the Easter Bunny, and a Christmas elf instead. It is not until the Tooth Fairy finally responds—and works some magic—that Pinkalicious discovers where sweetness really comes from.   Fairy-tale characters and sparkling scenes make Silverlicious a sweet treat for all.",,,,,,,40,,,,,English,,,,9780061781230,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.54666996,,,,,,pJxk1PBtXSoC,,0,,
Sofia Makes A Friend,,,,,"Cathy Hapka, Character Building Studio (Firm), Disney Storybook Artists","Hapka, Cathy",,,,,Disney Press,,2013,,Juvenile Fiction,,,,,,,,32,,,,,,,,,9781423164081,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.145267963,,,,,,,,0,http://images.amazon.com/images/P/1423164083.01Z.jpg,
Space Dog,,,,,Mini Grey,"Grey, Mini",,,,,Random House Children's Books,,2015,,Juvenile Fiction,"Meet Space Dog, Astrocat, and Mousetronaut in this hilarious adventure about teamwork and unexpected friendship from the award-winning creator of Traction Man.  Space Dog is zooming through Cake Space on the SS Kennel when he receives the first of many distress calls from the vast Spooniverse. Can he rescue the Cereal People, plug up the Ketchup Volcanoes, and defeat the Cheese Ants? All on his own? He might need some help. But Space Dogs, Astrocats, and Mousetronauts have always been sworn enemies! Can they put aside their differences to save the Spooniverse?  This hilarious offering from the award-winning Mini Grey is a non-stop adventure, a celebration of imaginative play, and a triumphant story in which sworn enemies become . . . sworn friends!",,,,,,,40,,,,,English,,,,9780553510584,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.138600945,,,,,,HHjroQEACAAJ,,0,,
Sugar Would Not Eat It,,,,,Emily Jenkins,"Jenkins, Emily",,,,,Schwartz & Wade Books,,2009,,Juvenile Fiction,"Like children everywhere, Sugar the cat refuses to eat food she doesn’t like! All children have heard their parents try to threaten, cajole, and guilt them into eating their vegetables. And it’s no different for Leo’s new cat, Sugar. She’s hungry, but when Leo generously gives her his last piece of birthday cake, Sugar will not eat it. Leo finally gives up. He fixes himself a chicken sandwich and some milk. Suddenly, guess who is up on the counter, nibbling at Leo’s sandwich?  Features a great cast of neighborhood characters—each with their own tidbit of advice—that is also the perfect tool for parents to use with children to talk about food.",,,,,,,40,,,,,English,,,,9780375836039,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.61897993,,,,,,JhE71JyNrKgC,,0,,
Tallulah's Tutu,,,,,Marilyn Singer,"Singer, Marilyn",,,,,Houghton Mifflin Harcourt,,2011,,Juvenile Fiction,"Tallulah just knew she could be a great ballerina, if only she had a tutu. So she starts ballet class. When she does not receive a tutu, she quits. But everywhere she goes, things keep reminding her of ballet. Her neighbor's basset hound always stands in second position. The kitchen clock performs perfect ronds de jambe. And Tallulah can't seem to stop doing ballet, either. A park bench makes a perfect barre, and what better way to pet the dog than with a graceful pli'? This well-told, funny story with a smart new character will satisfy girls' cravings for pretty and pink, but also shows that ballet is about more than just the tutu.",,,,,,,40,,,,,English,,,,9780547173535,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.105532050,,,,,,gN4D6JalwygC,,0,,
The Dream Jar,,,,,Lindan Johnson,"Johnson, Lindan",,,,,Houghton Mifflin Company,,2005,,Juvenile Fiction,"One little girl, with the help of her sister, discovers The Secret for turning bad dreams into good ones. Original, quirky, and rich illustrations complement this sparkling story that deals with the very real problem of children's nightmares.  Discover the Dream Jar and the power of your imagination--and turn your terribly horrible dreams into dreamy ones.",,,,,,,32,,,,,English,,,,9780618176984,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.168586015,,,,,,c3QtmQEACAAJ,,0,,
The gumdrop tree,,,,,Elizabeth Spurr,"Spurr, Elizabeth",,,,,Hyperion Books for Children,,1994,,Fiction,,,,,,,,,,,,,,,,,9780786820047,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.111606001,,,,,,,,0,https://covers.openlibrary.org/b/id/7271333-L.jpg,
The Itsy Bitsy Spider,,,,,Iza Trapani,"Trapani, Iza",,,,,Charlesbridge Publishing,,1993,,Juvenile Fiction,"The spirited itsy bitsy spider has captured the hearts of generations of children in the much-loved nursery rhyme. Now she's back--on a new magical journey!  This all-new adventure for the itsy bitsy spider has exciting encounters with a fan, a mouse, a rocking chair, a cat, and a big maple tree. Finally, the itsy bitsy spider finds a lovely spot to spin a new silky web. Iza Trapani's vibrant watercolor illustrations paired with a playful rhythm makes this new take on an old favorite feel like an instant classic. A perfect read-aloud; children will enjoy time and again the delightful antics of the energetic itsy bitsy spider.",,,,,,,32,,,,,English,,,,9781879085770,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.92625975,,,,,,B0jGhMo6XuAC,,0,,
They All Saw a Cat,,,,,Brendan Wenzel,"Wenzel, Brendan",,,,,Chronicle Books,2016/08/30,2016,,Juvenile Fiction,"They All Saw A Cat by Brendan Wenzel - New York Times bestseller and 2017 Caldecott Medal and Honor BookThe cat walked through the world, with its whiskers, ears, and paws . . . In this glorious celebration of observation, curiosity, and imagination, Brendan Wenzel shows us the many lives of one cat, and how perspective shapes what we see. When you see a cat, what do you see?If you and your child liked Ricky the Rock That Couldn't Roll, The Wonderful Things You Will Be, The Girl Who Drank the Moon, Finding Winnie, or Radiant Child - you'll love They All Saw A Cat""An ingenious idea, gorgeously realized."" -Shelf Awareness, starred review""Both simple and ingenious in concept, Wenzel's book feels like a game changer."" -The Huffington Post",,,,,,,44,,,,,English,,,,9781452150130,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.132897973,,,,,,F4wRjwEACAAJ,,0,,
Thumbelina,,,,,Brad Sneed,"Sneed, Brad",,,,,Dial Books for Young Readers,,2004,,Fairy tales,,,,,,,,,,,,,,,,,9780803728127,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.117719054,,,,,,,,0,https://covers.openlibrary.org/b/id/575495-L.jpg,
Toot & Puddle: I'll Be Home for Christmas,,Picture Book #5,,,Holly Hobbie,"Hobbie, Holly",,,,,"Little, Brown Books for Young Readers",2001/10/01,2001,,Juvenile Fiction,"When Puddle wakes up one morning, Toot is missing! Although Puddle usually prefers to stay home in Woodcock Pocket, his concern for his best friend prompts him to set off. Puddle takes a train and then a plane, and eventually finds himself in a far-away place. And who do you think he finds? Holly Hobbie's story of a friendship that extends to the top of the world will be welcomed by the many fans of Toot and Puddle.",,,,,,,32,,,,,English,,,,9780316366236,0,0,,Unread,,,,,,,0,,,,2018/12/11 14:49:32.169746041,,,,,,qK1uiiI2AuEC,,0,,
Two of Everything,,,,,Lily Toy Hong,"Hong, Lily Toy",,,,,Open Road Media,2014/05/06,2014,,Juvenile Fiction,"When old Mr. Haktak digs up a curious brass pot in his garden, he has no idea what use it can be. On his way home, Mr. Haktak decides to carry his coin purse in the mysterious pot. But when Mrs. Haktak’s hairpin accidentally slips into the pot and she reaches in to retrieve it, the magic of the pot is revealed. Not only are there two hairpins inside, but there are also two purses!",,,,,,,32,,,,,English,,,,9781497635937,0,0,,Unread,,,,,,,0,,,,2018/12/11 14:51:18.436159968,,,,,,jntgAwAAQBAJ,,0,,
Very Little Red Riding Hood,,,,,Teresa Heapy,"Heapy, Teresa",,,,,Houghton Mifflin Harcourt,2014/09/02,2014,,Juvenile Fiction,"Little Red Riding Hood is adorably re-cast as a very little precocious toddler in this modern, sweet retelling of the classic tale.  When Very Little Red Riding Hood encounters the Big Bad Wolf she cries, “A Foxie!” and gives him a huge hug. Her considerable charm and fearlessness quickly turn the Wolf from deadly foe to confused ally. At Grandma's (who is appropriately terrified at first), Wolf is invited in for an exhausting afternoon of tea parties, dancing, and hide-and-seek. But as parents will surely recognize, an over-tired and homesick pre-schooler is far scarier than any wolf. As Little Red melts down from missing her mummy, Wolf's moment of truth arrives and rather than “eat her up” he cheers her up and all three “sleep happily ever after.”  This is the first book in a must-have read-aloud series of three, followed by Very Little Cinderella, and Very Little Sleeping Beauty.",,,,,,,32,,,,,English,,,,9780544280007,0,0,,Unread,,,,,,,0,,,,2018/12/18 14:36:52.68374991,,,,,,AwhIBAAAQBAJ,,0,,
Violet's Music,,,,,Angela Johnson,"Johnson, Angela",,,,,Dial Books for Young Readers,2004/01/01,2004,,Juvenile Fiction,"There's nothing Violet loves more than music, and she plays or sings every chance she gets.  But where are the other kids like her-kids who think and dream music all day long?  As a baby, in kindergarten, at the beach and the zoo, she never gives up looking for companions.  And then one summer day... Bright, lively, and lyrical, this is a book for kids who march to a different drummer.  Violet's Music sings to us that the right friend is always out there-as long as we keep looking and hoping, and above all, staying true to ourselves.",,,,,,,32,,,,,English,,,,9780803727403,0,0,,Unread,,,,,,,0,,,,2018/12/11 14:49:32.156468987,,,,,,vNwMAAAACAAJ,,0,,
When Cats Dream,,,,,Dav Pilkey,"Pilkey, Dav",,,,,Orchard Books,,1996,,In library,"When cats are awake, the world stays the same--predictable. Food and toys are in their places, and soft, warm laps await. But when cats go to sleep, anything can happen--and does. Their two-tone world blooms into extravagant color. The fishbowl becomes an ocean, and they can dance on the heads of sleeping dogs and never be afraid in this imaginative rhapsody. Full color.",,,,,,,32,,,,,English,,,,9780531070758,0,0,,Unread,,,,,,,0,,,,2018/12/11 14:50:57.502632975,,,,,,cykaHAAACAAJ,,0,,
