Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Editor,Publisher,Date Published,Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,Word Count,Number of Pages,Format,Dimensions,Weight,List Price,Language,DDC,LCC,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
Henry and Mudge and a Very Merry Christmas,,,,,Cynthia Rylant,"Rylant, Cynthia",,,,,Simon Spotlight,10/1/2005,2005,,Juvenile Fiction,"Christmas at Henry and Mudge's house means cookies and carols and presents, and the whole family gathering for a delicious breakfast (with lots of food falling on the floor for Mudge). It may just be the best Christmas ever -- but Henry's favorite present is the big, lovable dog he's had all along.",,,,,,,40,,,,,English,,,,9.78069E+12,0,0,,Unread,,,,,,,0,,,,45:07.4,,,,,,GoYttQEACAAJ,,0,,
Hooray for Beauty Day!,,,,,Jane O'Connor,"O'Connor, Jane",,,,,Harper,,2010,,Beauty culture,"What better way to fancy Mom up for her birthday than to treat her to a super-deluxe beauty day created by Fancy Nancy herself?
It's a pampering paradise, and right in the backyard! With relaxing music, fragrant lotions, colorful nail polish and foamy mousse, Nancy gives her mom a total makeover. She even treats her mom to sumptuous refreshments and special entertainment. But when the pampering suddenly goes too far, has Nancy ruined her mom's big day?
Complete with tips and recipes for creating a super-deluxe beauty day of your own, FANCY NANCY: OOH LA LA! IT'S BEAUTY DAY will inspire budding beauty experts to open up shop and join in the tres deluxe fanciness!",,,,,,,,,,,,English,,,,9.78006E+12,0,0,,Unread,,,,,,,0,,,,45:07.4,,,,,,,,0,http://images.amazon.com/images/P/0061915254.01Z.jpg,
I Want to Be a Ballerina,,,,,Annabel Blackledge,"Blackledge, Annabel",,,,,Dorling Kindersley,,2005,,Juvenile Nonfiction,Text and photographs describe Jamie's first ballet dancing lesson.,,,,,,,32,,,,,English,,,,9.78076E+12,0,0,,Unread,,,,,,,0,,,,41:48.7,,,,,,#NAME?,,0,,
Kitten's First Full Moon,,,,,Kevin Henkes,"Henkes, Kevin",,,,,Harper Collins,3/2/2004,2004,,Juvenile Fiction,What a night! The moon is full. Kitten is hungry and inquisitive and brave and fast and persistent and unlucky . . .  then lucky! What a night!,,,,,,,40,,,,,English,,,,9.78006E+12,0,0,,Unread,,,,,,,0,,,,41:31.8,,,,,,AmDYrtWVDJ0C,,0,,
Little Rabbit's Christmas,,,,,Harry Horse,"Horse, Harry",,,,,Peachtree,,2007,,Juvenile Fiction,"It is Christmas Eve and Little Rabbit sees the perfect gift in a shop window: a lovely red sled. ""All I really want is a sled. Then I would be happy,"" he tells his parents before bed. On Christmas morning the red sled is waiting for Little Rabbit, courtesy of the Christmas Rabbit. Little Rabbit cannot wait to try it out and show it off to his friends. Everyone begs him for a turn, and Little Rabbit goes off in a huff to sled alone. But when a fast hill and a frozen stream spell trouble for Little Rabbit, he quickly learns the value of friendship.Young readers will relate to Little Rabbit's latest predicament as he navigates a tricky situation and copes with complex feelings while learning an important lesson about sharing. Harry Horse's colorful and buoyant illustrations vividly bring to life the indomitable hero in this gently reassuring story.",,,,,,,32,,,,,English,,,,9.78156E+12,0,0,,Unread,,,,,,,0,,,,45:07.4,,,,,,nOGnGwAACAAJ,,0,,
Little Santa,,,,,Yoko Maruyama,"Maruyama, Yoko",,,,,Michael Neugebauer (Publishing) Limited,10/1/2017,2017,,,"Having Santa Claus for a dad must be amazing! And it is... most of the time. But every Christmas Eve Santa's young son must spend the night alone as his father makes the journey to deliver all the presents. If only there was a way he could be with his dad that night. As fate has it, this year Little Santa gets his chance when Santa takes a tumble and sprains his ankle, and his son must be the one to don the red suit and deliver the gifts. And, with his dad's surprise help, he delivers even more to one special child. This is a beautifully original, heartwarming picture book for Christmas lovers of all ages.",,,,,,,40,,,,,English,,,,9.78989E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,oUTSAQAACAAJ,,0,,
Merry Un[caret]Christmas,,,,,Mike Reiss,"Reiss, Mike",,,,,HarperCollins,,2006,,Christmas,,,,,,,,30,,,,,,,,,9.78006E+12,0,0,,Unread,,,,,,,0,,,,45:07.4,,,,,,,,0,http://images.amazon.com/images/P/0060591277.01Z.jpg,
Miss Lina's Ballerinas and the Prince,,,,,Grace Maccarone,"Maccarone, Grace",,,,,Macmillan,9/27/2011,2011,,Juvenile Fiction,"Miss Lina's ballerinas have all learned how to dance as a group. But now Miss Lina has a new surprise for them – a boy will be joining their class and performing in their end-of-year show. The girls have grand visions of dancing their first pas de deux with a prince. But when he finds himself surrounded by so much pink and so many girls, he turns quite shy, and dances his way out the door!",,,,,,,40,,,,,English,,,,9.78031E+12,0,0,,Unread,,,,,,,0,,,,02:31.3,,,,,,Y9lH0vz1SxUC,,0,,
Miss Mingo and the First Day of School,,,,,Jamie Harper,"Harper, Jamie",,,,,Candlewick Press,,2006,,Juvenile Fiction,"On sharing day in Miss Mingo's multispecies class, we learn that Cricket hears with his legs, Snake smells with his tongue, and Frog enjoys eating his own skin in this nonfiction storybook filled to the gills with laughter — and learning.  If there's an elephant in the classroom — along with an alligator, a koala, a centipede, an octopus, and who knows what else — it must be Miss Mingo's class on the first day of school! Miss Mingo, herself a flashy flamingo, is eager to start off the year by inviting all creatures great and small to share something special about themselves. From the enormous Hippo to the teeny Ant, each member of her class is certainly unique. Do you have any idea how long Giraffe's tongue is? Or how much water Pelican's pouch can hold? Visit Miss Mingo's classroom for just one day and meet a delightfully diverse group of students — and discover a world full of wonderful facts!",,,,,,,24,,,,,English,,,,9.78076E+12,0,0,,Unread,,,,,,,0,,,,41:31.8,,,,,,2OuXsHLEMXIC,,0,,
Mitford at the Hollywood Zoo,,,,,Donald Robertson,"Robertson, Donald",,,,,Penguin,,2017,,Juvenile Fiction,"Mitford is a giraffe. But not your everyday, live-on-the-savanna giraffe. Mitford works at Cover magazine, in one of the biggest cities in the world! But now another city needs Mitford, and soon the chic giraffe is surrounded by palm trees and super-famous celebrities! It would be great to sunbathe by the pool, but it's the day of the Acadamy Zoowards and these movie stars must have the most fabulous dress or tux ever. Can Mitford deliver everyone's fashion demands on time?",,,,,,,40,,,,,English,,,,9.78045E+12,0,0,,Unread,,,,,,,0,,,,45:07.4,,,,,,0LnJDQAAQBAJ,,0,,
Mr. Willowby's Christmas Tree,,,,,Robert Barry,"Barry, Robert",,,,,Random House Children's Books,11/28/2012,2012,,Juvenile Fiction,"A classic picture book celebrating all the joy a Christmas tree can bring! Christmas is here and Mr. Willowby's tree has arrived! There's just one big problem . . . the tree is too tall to fit in his parlor. He cuts off the top so it will fit, but little does he know that the top of that tree will travel clear across the countryside, bringing holiday cheer to the homes of bears, rabbits, mice, and more! This heartwarming story is the perfect way to start your yuletide season, and the perfect addition to your family’s festive holiday traditions.",,,,,,,32,,,,,English,,,,9.78045E+12,0,0,,Unread,,,,,,,0,,,,42:16.0,,,,,,JWCl-wh-8T8C,,0,,
My Basketball Book,,,,,Gail Gibbons,"Gibbons, Gail",,,,,Harper Collins,9/5/2000,2000,,Juvenile Nonfiction,"Basketballs fun--let's play!Find all the basics ion this lively guide.The markings on a basketball courtWhat basketball players wearThe three team positionsThe excitement of passing the ballThe thrill of making a basketAll these and more are included, with a useful glossary at the end.",,,,,,,24,,,,,English,,,,9.78069E+12,0,0,,Unread,,,,,,,0,,,,41:32.4,,,,,,biAKameW_DYC,,0,,
Nini Here and There,,,,,Anita Lobel,"Lobel, Anita",,,,,HarperCollins,5/8/2007,2007,,Juvenile Fiction,"Nini the cat is very, very worried. She loves her comfortable windowsill perch in her sunny home in the city. But the clues are clear: Nini's people are going away. Will they take her? Or will they leave her? And if they take her (and, oh, she hopes they do), will she like wherever it is they are going? Will it feel like home?Anita Lobel's masterful picture book is for anyone who adores cats and for anyone who has ever moved to a new place. But most of all, it is for anyone who loves coming home.",,,,,,,32,,,,,English,,,,9.78006E+12,0,0,,Unread,,,,,,,0,,,,02:31.4,,,,,,H-buJgAACAAJ,,0,,
No More Cookies!,,,,,Paeony Lewis,"Lewis, Paeony",,,,,Scholastic,,2005,,Juvenile Fiction,"It's crunch time for Florence and her plush monkey, Arnold. They are determined to get more cookies --- no matter what it takes! Florence, a small and willful girl, and Arnold, her faithful, plush monkey doll, have reached the bottom of the cookie tin and want more cookies! So they decide to come up with a plan to persuade Florence's mom to give them the treats. With the help of Florence's costumes, some drawings, and a LOT of imagination, the two friends invent lots of wacky ways to get more cookies. But Florence's mom has a plan of her own!The charming, humorous storyline and sweet, friendly illustrations make this a delicious nibble for cookie-lovers everywhere!",,,,,,,32,,,,,English,,,,9.78044E+12,0,0,,Unread,,,,,,,0,,,,01:52.6,,,,,,v7FYPQAACAAJ,,0,,
Number One Sam,,,,,Greg Pizzoli,"Pizzoli, Greg",,,,,Disney-Hyperion,5/13/2014,2014,,Juvenile Fiction,"They're off! Sam is the best race-car driver in history-he is number one at every race! But when his best friend, Maggie, shows that she has racing talent of her own, Sam doesn't know how to handle coming in second place. Will he learn what it truly means to be a winner?",,,,,,,40,,,,,English,,,,9.78142E+12,0,0,,Unread,,,,,,,0,,,,45:07.3,,,,,,xQUBngEACAAJ,,0,,
Olivia Saves the Circus,,,,,Ian Falconer,"Falconer, Ian",,,,,Simon and Schuster,10/1/2001,2001,,Juvenile Fiction,"Olivia remembers her trip to the circus very well. The performers were out sick, so she had to do everything. She...   rode on a unicycle jumped on a trampoline juggled five balls! tamed lions and flew through the air.   Step into the ring with Olivia, where the lights are dim, the color soft, and a little girl's imagination is the main attraction.",,,,,,,32,,,,,English,,,,9.78069E+12,0,0,,Unread,,,,,,,0,,,,01:32.0,,,,,,RQDUAAAAQBAJ,,0,,
Pinkalicious and the Pink Drink,,,,,Victoria Kann,"Kann, Victoria",,,,,Harper,5/1/2010,2010,,Juvenile Fiction,"One hot summer day, Pinkalicious gets an idea that is simply pinkerrific--a pink lemonade stand! But before Pinkalicious can start selling her lemonade, she has to figure out how to make it. Pink grapefruit, pink watermelon, and pink frosting--if it's pink, it's the perfect ingredient!",,,,,,,24,,,,,English,,,,9.78061E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,nrGSSwAACAAJ,,0,,
Postal Workers,,,,,Shannon Knudsen,"Knudsen, Shannon",,,,,Lerner Publications,,2005,,Juvenile Nonfiction,Learn about the postal service and its employees.,,,,,,,32,,,,,English,,,,9.78082E+12,0,0,,Unread,,,,,,,0,,,,45:07.4,,,,,,n0WHUp7JhUMC,,0,,
Princess Hearts (Disney Princess),,,,,Jennifer Liberts Weinberg,"Weinberg, Jennifer Liberts",,,,,Random House Children's Books,,2012,,Juvenile Fiction,"Cinderella, Rapunzel, Aurora, Belle, Snow White, Tiana, Ariel, and Jasmine celebrate love in many different ways. This Step 1 reader features all the Disney princesses, as well as the princes and friends who love them. Young children ages 4 to 6 who are just starting to read will embrace this book about love. Makes a great Valentine's Day gift!",,,,,,,32,,,,,English,,,,9.78074E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,MFtZAYIFnvUC,,0,,
Save the planet,,"reduce, reuse, and recycle",,,Cecilia Minden,"Minden, Cecilia",,,,,Cherry Lake Pub.,,2010,,Conservation of natural resources,,,,,,,,32,,,,,,,,,9.7816E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,,,0,https://covers.openlibrary.org/b/id/8206432-L.jpg,
Sleeping Beauty,,A Retelling of the Grimms' Fairy Tale,,,"Eric Blair, Jacob Grimm, Wilhelm Grimm","Blair, Eric",,,,,Capstone,,2005,,Juvenile Fiction,"Enraged at not being invited to the princess's christening, a wicked fairy casts a spell that dooms the princess to sleep for one hundred years.",,,,,,,32,,,,,English,,,,9.7814E+12,0,0,,Unread,,,,,,,0,,,,03:33.5,,,,,,johyJuodRoYC,,0,,
Snow day,,,,,Corinne Demas,"Demas, Corinne",,,,,Random House,,1998,,Schools,,,,,,,,47,,,,,,,,,9.78068E+12,0,0,,Unread,,,,,,,0,,,,42:30.8,,,,,,,,0,https://covers.openlibrary.org/b/id/4655325-L.jpg,
Snowflakes Fall,,,,,Patricia MacLachlan,"MacLachlan, Patricia",,,,,Random House,,2013,,Fiction,"In Snowflakes Fall, Newbery Medalist Patricia MacLachlan and award-winning artist Steven Kellogg portray life's natural cycle: its beauty, its joy, and its sorrow. Together, the words and pictures offer the promise of renewal that can be found in our lives—snowflakes fall, and return again as raindrops so that flowers can grow.MacLachlan and Kellogg, who are longtime friends, were moved to collaborate on a message of hope for children and their families following the tragic events in Sandy Hook, Connecticut, on December 14, 2012. Kellogg lived in Sandy Hook for thirty-five years—he raised his family there and was an active member of the community. With Snowflakes Fall, they have created a truly inspiring picture book that is both a celebration of life and a tribute to the qualities that make each individual unique.In honor of the community of Sandy Hook and Newtown, Random House, the publisher ofSnowflakes Fall, has made a donation to the Sandy Hook School Support Fund. Random House is also donating 25,000 new books to the national literacy organization First Book in the community's honor and in support of children everywhere.",,,,,,,22,,,,,English,,,,9.78039E+12,0,0,,Unread,,,,,,,0,,,,02:10.2,,,,,,BM5vDwAAQBAJ,,0,,
Soldiers of the U.S. Army,,,,,Lisa M. B. Simons,"Simons, Lisa M. B.",,,,,Capstone,,2009,,Juvenile Nonfiction,"""A brief introduction to a soldier's life in the Army, including training, jobs, and life after service""--Provided by publisher.",,,,,,,24,,,,,English,,,,9.78143E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,A4XvScwmz2AC,,0,,
The Bears' Christmas,,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,,Beginner Books,,1970,,Juvenile Fiction,"There’s a whole lot to learn one Christmas morning in Bear Country when Papa Bear teaches his son a thing or two about skiing, skating, and sledding.",,,,,,,59,,,,,English,,,,9.78039E+12,0,0,,Unread,,,,,,,0,,,,42:11.2,,,,,,ilLkU336zdgC,,0,,
The Berenstain bears and the bad habit,,,,,Stan Berenstain,"Berenstain, Stan",,,,,Random House,,1986,,,,,,,,,,32,,,,,,,,,9.78083E+12,0,0,,Unread,,,,,,,0,,,,41:31.8,,,,,,,,0,http://images.amazon.com/images/P/0833506781.01Z.jpg,
The Berenstain Bears' Really Big Pet Show,,,,,"Jan Berenstain, Mike Berenstain","Berenstain, Jan",,,,,Harper Collins,9/2/2008,2008,,Juvenile Fiction,"Hooray! There's going to be a pet show at the Bear Town Festival this year. The Bear family makes sure all their pets—Little Lady, Gracie, Swish, and their new bird, Keats—look and feel their best for the big day. Who will Mayor Honeypot give prize ribbons to?",,,,,,,32,,,,,English,,,,9.78006E+12,0,0,,Unread,,,,,,,0,,,,41:31.8,,,,,,r-IS2kM5ANcC,,0,,
The best pet of all,,,,,David LaRochelle,"LaRochelle, David",,,,,Dutton Children's Books,,2004,,In library,"This boy-wants-dog story with a twist is both snappy and endearing.  The little boy's mother won't let him have a dog.  Dogs are too messy and too loud.  But she says he can have a dragon for a pet if he can find one.  Enter the coolest but naughtiest pet ever.  The dragon is messier and louder than any dog.  And he will not leave.  How will the boy ever get a dog now? A comical, engaging story for anyone who's ever wanted a pet!",,,,,,,,,,,,English,,,,9.78053E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,,,0,https://covers.openlibrary.org/b/id/361422-L.jpg,
The Bora-Bora Dress,,,,,Carole Lexa Schaefer,"Schaefer, Carole Lexa",,,,,Candlewick Press,,2005,,Juvenile Fiction,"Aunt Flora is throwing an end-of-the-summer party and Lindsay can't wait to go. There is just one problem - she has to wear a dress, and Lindsay never ever wears a dress. But that's before she sees a wonderful sundress shaped like a wedge of pie, with a parrot on the front that seems to wink at her.",,,,,,,32,,,,,English,,,,9.78076E+12,0,0,,Unread,,,,,,,0,,,,45:07.4,,,,,,DdIkIW_ufcMC,,0,,
The Christmas gift,,,,,Emily Arnold McCully,"McCully, Emily Arnold",,,,,Harper & Row,,1988,,Fiction,,,,,,,,32,,,,,,,,,9.78006E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,,,0,,
The Christmas Gift Of Aloha,,,,,Lisa Matsumoto,"Matsumoto, Lisa",,,,,Islander Group Incorporated,10/30/2004,2004,,Juvenile Fiction,"Merry, a Christmas Elf, falls from Santa's sleigh and lands in Hawaiʻi. Dismayed at the lack of snow or reindeer, he soon discovers the wonders of a Hawaiian Christmas, with the help of Mele the Menehune.",,,,,,,26,,,,,English,,,,9.78098E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,EN46AQAACAAJ,,0,,
"The Crunchy, Munchy Christmas Tree",,,,,Karen Gray Ruelle,"Ruelle, Karen Gray",,,,,케이론교육,,2003,,Juvenile Fiction,"Oh no! It's snowing so much, Harry and Emily's family can't drive to Grandma and Grandpa's for Christmas Eve. What will Christmas be like with no cookie baking, carol singing, or tree trimming with them? But Harry and Emily still find a way to make Christmas special in this heartwarming easy reader. Holiday House Readers are created for children just beginning to read. Level 2 books are intended for children in first and second grades.",,,,,,,32,,,,,English,,,,9.78082E+12,0,0,,Unread,,,,,,,0,,,,45:07.4,,,,,,#NAME?,,0,,
The Great Lollipop Caper,,,,,Dan Krall,"Krall, Dan",,,,,Simon and Schuster,5/7/2013,2013,,Juvenile Fiction,"One cranky caper is about to learn that being salty might be just as good as being sweet.Having adults love his acidic taste is not enough for Mr. Caper. He wants more. He wants the children of the world to love him—just as much as they love the sweet, saccharine Lollipop. And thus a plot is hatched: Caper-flavored lollipops are dispatched throughout the world...and everything goes horribly wrong. Will Mr. Caper find a way to repair the havoc he’s wreaked by over-reaching? Maybe, if Lollipop helps save the day! This quirky tale, illustrated with humor and heart, contains sweet and salty delights for both adults and children.",,,,,,,48,,,,,English,,,,9.78144E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,Msi2BgAAQBAJ,,0,,
The Paper Bag Princess,,The Story Behind the Story,,,"Robert N. Munsch, Michael Martchenko, Sarah Dann","Munsch, Robert N.",,,,,Annick Press,,2005,,Juvenile Nonfiction,"Celebrate 25 years of The Paper Bag Princess with an exclusive look behind the scenes.  ""Some of the best children's books ever written have been about girls -- like The Paper Bag Princess."" - The New York Times  In the fall of 1980, Annick Press first published Robert Munsch's tale of a dragon, a princess named Elizabeth, and the bum of a prince she rescues. Playfully illustrated by Michael Martchenko, and full of Munsch's now-famous wit, the book was an instant success and has since sold millions of copies in dozens of languages all over the world.  To celebrate the 25th birthday of this modern classic, Annick presents the familiar story of The Paper Bag Princess in all its exuberance, along with more than 30 pages of never-before published behind-the-scenes features -- all in a new bigger format.  The Paper Bag Princess 25th Anniversary Edition presents the story behind the story.  Readers will discover how Munsch -- once on a path to becoming a priest -- became one of the most famous children's authors of all time. They'll learn how an extra space on a gallery wall landed Martchenko his first, and most legendary, children's book gig ever. And they'll meet the real Elizabeth and see what she's up to today.  Also included are never-before published sketches and paintings that take readers through the process of the book's creation. Further sections explore the book's critical success, its international popularity, and responses from fans old and new, including some surprising ones.",,,,,,,63,,,,,English,,,,9.78155E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,#NAME?,,0,,
The Shelf Elf,,,,,Jackie Hopkins,"Hopkins, Jackie",,,,,Upstart Books,,2004,,Education,Skoob the Shelf Elf learns a valuable lesson in library behavior and book care when he completes his work with the shoemaker and embarks upon a new career in the library.,,,,,,,32,,,,,English,,,,9.78193E+12,0,0,,Unread,,,,,,,0,,,,45:07.4,,,,,,MaJZAAAAYAAJ,,0,,
The Summer Nick Taught His Cats to Read,,,,,Curtis Manley,"Manley, Curtis",,,,,Simon and Schuster,7/5/2016,2016,,Juvenile Fiction,"A School Library Journal Best Book of the Year A Chicago Public Library Best Book of the Year “A marvelous debut…Sometimes it takes the right nudge to fall in love with books.” —Publishers Weekly (starred review) “This quirky tale filled with subtle humor makes a fun read-aloud, especially for cat lovers, literacy lovers, or anyone looking for a great story.” —School Library Journal (starred review) It’s not easy to teach a cat to read, but one boy tries to anyway in this sweet and silly picture book debut that captures the challenges and rewards of learning to read.Nick loves to read books—and he loves to play with his cats, Verne and Stevenson. So naturally Nick decides it’s a great idea to teach his cats to read. But Verne and Stevenson don’t appreciate when Nick wakes them up with a flashcard that says NAP. Nick finally piques Verne’s interest with words like MOUSE and FISH. But not Stevenson’s. While Nick and Verne go to the library, Stevenson hides under the porch. Will Nick ever find a way to share his love of reading with his feline friends?",,,,,,,32,,,,,English,,,,9.78148E+12,0,0,,Unread,,,,,,,0,,,,05:44.6,,,,,,f9SODAAAQBAJ,,0,,
